,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK
0,151,Dwight Powell,DAL,30,18,9,9,13.8,3.2,1.2,1.9,62.9,0.0,0.1,0.0,0.8,1.3,60.9,0.9,1.7,2.6,0.2,0.5,0.2,0.3,2.2,7.7,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
1,152,Trey Burke,DAL,29,10,6,4,3.7,3.2,1.1,2.2,50.0,0.4,1.0,40.0,0.6,0.6,100.0,0.0,0.3,0.3,0.4,0.1,0.1,0.0,0.3,4.4,0,0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2,153,Furkan Korkmaz,PHI,24,9,3,6,6.8,3.1,1.2,2.6,47.8,0.4,1.1,40.0,0.2,0.2,100.0,0.1,1.2,1.3,0.4,0.2,0.1,0.1,0.8,5.8,0,0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
3,154,Khem Birch,TOR,29,6,2,4,10.5,3.0,1.3,2.7,50.0,0.3,0.7,50.0,0.0,0.0,0.0,0.7,0.8,1.5,0.5,0.5,0.2,0.2,2.2,6.1,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
4,154,Matisse Thybulle,PHI,25,9,4,5,15.2,3.0,1.2,2.7,45.8,0.4,1.6,28.6,0.1,0.3,33.3,0.2,0.8,1.0,0.4,0.2,0.8,0.8,1.7,9.3,0,0,-5.4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,154,Naji Marshall,NOP,24,6,2,4,9.4,3.0,1.2,1.7,70.0,0.0,0.0,0.0,0.7,0.7,100.0,0.5,0.5,1.0,0.8,0.5,0.2,0.2,0.8,6.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
6,157,Bismack Biyombo,PHX,29,9,5,4,9.5,2.8,1.2,1.9,64.7,0.0,0.0,0.0,0.3,0.7,50.0,0.9,1.2,2.1,0.6,0.7,0.1,0.2,1.4,6.5,0,0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
7,157,Omer Yurtseven,MIA,23,9,5,4,4.2,2.8,1.3,2.0,66.7,0.0,0.2,0.0,0.1,0.3,33.3,0.1,0.7,0.8,0.3,0.0,0.0,0.1,0.2,4.5,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
8,159,Andre Iguodala,GSW,38,4,2,2,13.6,2.8,1.0,2.3,44.4,0.3,0.8,33.3,0.5,0.8,66.7,0.8,1.0,1.8,2.5,1.0,0.0,0.5,2.8,9.1,0,0,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
9,160,Vlatko Cancar,DEN,25,2,0,2,4.3,2.5,1.0,1.5,66.7,0.5,1.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,3.5,0,0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
10,161,Jarrett Culver,MEM,23,3,2,1,7.4,2.3,1.0,3.3,30.0,0.0,0.7,0.0,0.3,0.7,50.0,0.7,1.7,2.3,0.3,0.7,0.7,0.0,1.3,7.0,0,0,-6.7,,,,,,,,,,,,,,,,,,,,,,,,,,
11,161,Juancho Hernangomez,UTA,26,6,2,4,9.3,2.3,0.8,3.0,27.8,0.7,2.0,33.3,0.0,0.0,0.0,0.3,1.7,2.0,0.8,0.3,0.3,0.0,0.7,6.7,0,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
12,163,Damion Lee,GSW,29,14,10,4,8.6,2.3,0.9,2.3,40.6,0.3,1.0,28.6,0.1,0.2,66.7,0.4,1.5,1.9,0.5,0.4,0.1,0.0,0.6,5.1,0,0,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
13,164,Torrey Craig,PHX,31,9,5,4,7.6,2.2,0.9,2.4,36.4,0.3,1.1,30.0,0.1,0.2,50.0,0.6,1.1,1.7,0.6,0.4,0.4,0.2,0.7,6.6,0,0,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
14,165,Jevon Carter,MIL,26,11,6,5,11.4,2.1,0.8,1.7,47.4,0.3,0.6,42.9,0.2,0.2,100.0,0.3,1.2,1.5,0.9,0.5,0.7,0.0,1.1,6.8,0,0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,
15,166,Clint Capela,ATL,28,2,0,2,20.2,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5,7.5,0.0,0.5,0.5,0.5,1.0,13.5,0,0,-13.5,,,,,,,,,,,,,,,,,,,,,,,,,,
16,166,Elfrid Payton,PHX,28,2,0,2,3.8,2.0,1.0,1.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.3,0,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
17,166,Eric Paschall,UTA,25,4,1,3,6.1,2.0,0.8,1.5,50.0,0.3,0.5,50.0,0.3,0.3,100.0,0.3,1.0,1.3,0.0,0.0,0.3,0.0,0.8,4.3,0,0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
18,166,Greg Monroe,MIN,32,2,0,2,3.6,2.0,1.0,2.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,6.5,0,0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
19,166,Isaac Bonga,TOR,22,1,0,1,2.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
20,166,Willy Hernangomez,NOP,28,1,1,0,1.9,2.0,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.4,0,0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21,172,Frank Ntilikina,DAL,23,12,5,7,10.4,1.9,0.7,2.0,33.3,0.5,1.7,30.0,0.1,0.1,100.0,0.2,0.8,1.0,0.8,0.5,0.7,0.1,1.6,6.0,0,0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
22,173,Ish Wainright,PHX,27,7,2,5,3.8,1.9,0.7,1.7,41.7,0.4,0.9,50.0,0.0,0.0,0.0,1.0,0.6,1.6,0.1,0.4,0.1,0.1,0.3,4.4,0,0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23,174,Hassan Whiteside,UTA,32,6,2,4,10.9,1.8,0.8,2.0,41.7,0.0,0.0,0.0,0.2,0.7,25.0,1.3,3.8,5.2,0.0,0.0,0.3,1.3,1.5,13.0,0,0,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
24,175,Dalano Banton,TOR,22,4,2,2,1.9,1.8,0.5,0.5,100.0,0.0,0.0,0.0,0.8,1.5,50.0,0.5,0.0,0.5,0.3,0.3,0.3,0.0,0.0,3.2,0,0,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
25,175,Marquese Chriss,DAL,24,8,4,4,3.8,1.8,0.5,1.0,50.0,0.1,0.3,50.0,0.6,0.8,83.3,0.5,0.6,1.1,0.0,0.1,0.0,0.0,0.4,3.0,0,0,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
26,177,Gorgui Dieng,ATL,32,2,0,2,5.2,1.5,0.5,1.0,50.0,0.0,0.5,0.0,0.5,0.5,100.0,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,3.3,0,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
27,177,Serge Ibaka,MIL,32,6,4,2,3.7,1.5,0.7,2.7,25.0,0.0,0.5,0.0,0.2,0.3,50.0,0.3,1.3,1.7,0.0,0.3,0.0,0.0,0.2,3.2,0,0,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
28,177,Zeke Nnaji,DEN,21,2,0,2,4.3,1.5,0.5,0.5,100.0,0.5,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0,0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,
29,180,Josh Green,DAL,21,16,8,8,7.6,1.4,0.5,1.8,28.6,0.3,1.4,22.7,0.1,0.5,25.0,0.1,0.7,0.8,0.4,0.0,0.3,0.0,1.0,3.9,0,0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
30,181,Javonte Green,CHI,28,5,1,4,14.3,1.4,0.6,3.4,17.6,0.0,1.2,0.0,0.2,0.4,50.0,1.6,1.4,3.0,0.4,0.8,1.8,0.0,1.6,10.2,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
31,182,Boban Marjanovic,DAL,33,3,3,0,2.1,1.3,0.3,1.3,25.0,0.0,0.0,0.0,0.7,0.7,100.0,0.0,1.0,1.0,0.0,0.7,0.3,0.0,0.0,2.9,0,0,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
32,183,Nik Stauskas,BOS,28,10,7,3,2.0,1.3,0.3,1.0,30.0,0.3,0.8,37.5,0.4,0.4,100.0,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,2.4,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
33,184,Sam Hauser,BOS,24,4,2,2,2.6,1.3,0.3,0.8,33.3,0.3,0.8,33.3,0.5,0.5,100.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.9,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34,184,Timothe Luwawu-Cabarrot,ATL,27,4,0,4,5.5,1.3,0.5,1.0,50.0,0.3,0.8,33.3,0.0,0.0,0.0,0.0,0.8,0.8,0.5,0.3,0.0,0.0,1.5,2.7,0,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
35,186,Sterling Brown,DAL,27,9,5,4,2.8,1.2,0.3,1.1,30.0,0.0,0.4,0.0,0.6,0.8,71.4,0.1,0.8,0.9,0.3,0.3,0.4,0.2,0.0,4.5,0,0,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
36,187,Jaden Springer,PHI,19,5,1,4,2.6,1.2,0.6,1.2,50.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,0.0,0.0,0.0,0.2,2.8,0,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
37,188,Haywood Highsmith,MIA,25,8,4,4,3.9,1.1,0.4,0.9,42.9,0.4,0.6,60.0,0.0,0.0,0.0,0.3,0.4,0.6,0.4,0.4,0.0,0.0,0.3,2.1,0,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
38,188,John Konchar,MEM,26,8,5,3,6.9,1.1,0.4,1.4,27.3,0.1,0.8,16.7,0.3,0.3,100.0,0.4,2.0,2.4,0.6,0.1,0.4,0.1,0.9,6.3,0,0,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,,
39,190,George Hill,MIL,36,5,2,3,15.3,1.0,0.2,1.0,20.0,0.2,0.4,50.0,0.4,0.4,100.0,0.2,1.0,1.2,0.6,0.2,0.0,0.0,2.0,3.1,0,0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40,190,Malik Fitts,BOS,24,8,5,3,1.7,1.0,0.4,0.5,75.0,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,0,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
41,190,Skylar Mays,ATL,24,2,0,2,4.6,1.0,0.5,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,3.9,0,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
42,190,Yuta Watanabe,TOR,27,4,2,2,2.6,1.0,0.5,1.5,33.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.8,0,0,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
43,194,Juan Toscano-Anderson,GSW,29,12,8,4,3.8,0.9,0.3,0.8,40.0,0.2,0.4,40.0,0.1,0.3,33.3,0.0,0.8,0.8,0.7,0.6,0.2,0.1,0.1,3.1,0,0,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
44,195,Tristan Thompson,CHI,31,5,1,4,7.6,0.8,0.4,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,1.6,0.4,1.0,0.2,0.0,0.8,2.9,0,0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
45,196,Aaron Nesmith,BOS,22,12,7,5,4.0,0.8,0.3,1.3,26.7,0.1,0.8,10.0,0.0,0.0,0.0,0.3,0.8,1.1,0.3,0.1,0.2,0.3,0.4,3.8,0,0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
46,197,Isaiah Joe,PHI,22,7,2,5,2.1,0.7,0.3,0.7,40.0,0.1,0.4,33.3,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,0.0,0.0,0.1,0.6,0,0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
47,197,Luca Vildoza,MIL,26,7,3,4,2.4,0.7,0.3,0.9,33.3,0.1,0.7,20.0,0.0,0.0,0.0,0.1,0.1,0.3,0.6,0.0,0.3,0.0,0.3,2.8,0,0,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
48,199,Charles Bassey,PHI,21,3,0,3,4.2,0.7,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,1.3,1.7,0.3,0.0,0.0,0.3,0.3,4.2,0,0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
49,200,Thanasis Antetokounmpo,MIL,29,8,4,4,2.5,0.6,0.3,0.4,66.7,0.0,0.0,0.0,0.1,0.4,33.3,0.1,0.4,0.5,0.1,0.0,0.1,0.0,0.5,1.8,0,0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,
